,index,Tanggal,Musim,Tahun,Bulan,Hari,Jam,Kategori_Jam,Libur,Kerja,Cuaca,Suhu,Suhu_Terasa,Kategori_Suhu_Terasa,Kelembapan,Kategori_Kelembapan,Kecepatan_Angin,Kategori_Angin,Non_member,Member,Total
127,134,2011-01-06,Musim Semi,2011,Januari,Rabu,13,Siang,Tidak,Ya,Cerah/Berawan,10.66,13.635,Dingin,35.0,Kering,7.0015,Tenang,12,55,67
128,135,2011-01-06,Musim Semi,2011,Januari,Rabu,14,Siang,Tidak,Ya,Cerah/Berawan,11.48,13.635,Dingin,36.0,Kering,11.0014,Sepoi Sepoi,11,59,70
129,136,2011-01-06,Musim Semi,2011,Januari,Rabu,15,Siang,Tidak,Ya,Cerah/Berawan,11.48,13.635,Dingin,36.0,Kering,0.0,Tenang,8,54,62
130,137,2011-01-06,Musim Semi,2011,Januari,Rabu,16,Sore,Tidak,Ya,Cerah/Berawan,10.66,12.879999999999999,Dingin,38.0,Kering,11.0014,Sepoi Sepoi,12,74,86
131,138,2011-01-06,Musim Semi,2011,Januari,Rabu,17,Sore,Tidak,Ya,Cerah/Berawan,9.02,11.365,Dingin,51.0,Nyaman,11.0014,Sepoi Sepoi,9,163,172
132,139,2011-01-06,Musim Semi,2011,Januari,Rabu,18,Sore,Tidak,Ya,Cerah/Berawan,9.02,11.365,Dingin,51.0,Nyaman,8.9981,Tenang,5,158,163
133,140,2011-01-06,Musim Semi,2011,Januari,Rabu,19,Malam,Tidak,Ya,Cerah/Berawan,9.02,12.879999999999999,Dingin,55.00000000000001,Nyaman,6.0032,Tenang,3,109,112
134,141,2011-01-06,Musim Semi,2011,Januari,Rabu,20,Malam,Tidak,Ya,Cerah/Berawan,8.200000000000001,10.605,Dingin,51.0,Nyaman,11.0014,Sepoi Sepoi,3,66,69
135,142,2011-01-06,Musim Semi,2011,Januari,Rabu,21,Malam,Tidak,Ya,Kabut/Berawan,9.02,10.605,Dingin,55.00000000000001,Nyaman,15.001299999999999,Sepoi Sepoi,0,48,48
136,143,2011-01-06,Musim Semi,2011,Januari,Rabu,22,Malam,Tidak,Ya,Kabut/Berawan,9.02,10.605,Dingin,51.0,Nyaman,19.0012,Sepoi Sepoi,1,51,52
137,144,2011-01-06,Musim Semi,2011,Januari,Rabu,23,Malam,Tidak,Ya,Kabut/Berawan,8.200000000000001,9.85,Dingin,59.0,Nyaman,12.998000000000001,Sepoi Sepoi,4,19,23
138,145,2011-01-07,Musim Semi,2011,Januari,Kamis,0,Dini Hari,Tidak,Ya,Kabut/Berawan,8.200000000000001,9.85,Dingin,64.0,Lembap,12.998000000000001,Sepoi Sepoi,4,13,17
139,146,2011-01-07,Musim Semi,2011,Januari,Kamis,1,Dini Hari,Tidak,Ya,Kabut/Berawan,8.200000000000001,9.85,Dingin,69.0,Lembap,15.001299999999999,Sepoi Sepoi,2,5,7
140,147,2011-01-07,Musim Semi,2011,Januari,Kamis,2,Dini Hari,Tidak,Ya,Kabut/Berawan,8.200000000000001,9.85,Dingin,69.0,Lembap,15.001299999999999,Sepoi Sepoi,0,1,1
17385,148,2011-01-07,Musim Semi,2011,Januari,Kamis,3,Dini Hari,Tidak,Ya,Kabut/Berawan,8.200000000000001,9.85,Dingin,69.0,Lembap,15.001299999999999,Sepoi Sepoi,1,5,6
141,149,2011-01-07,Musim Semi,2011,Januari,Kamis,4,Dini Hari,Tidak,Ya,Kabut/Berawan,8.200000000000001,10.605,Dingin,69.0,Lembap,8.9981,Tenang,0,1,1
142,150,2011-01-07,Musim Semi,2011,Januari,Kamis,5,Dini Hari,Tidak,Ya,Hujan/Salju Ringan,9.02,13.635,Dingin,55.00000000000001,Nyaman,4.49905,Tenang,0,5,5
143,151,2011-01-07,Musim Semi,2011,Januari,Kamis,6,Pagi,Tidak,Ya,Kabut/Berawan,8.200000000000001,12.879999999999999,Dingin,69.0,Lembap,0.0,Tenang,8,26,34
144,152,2011-01-07,Musim Semi,2011,Januari,Kamis,7,Pagi,Tidak,Ya,Cerah/Berawan,8.200000000000001,10.605,Dingin,69.0,Lembap,8.9981,Tenang,8,76,84
145,153,2011-01-07,Musim Semi,2011,Januari,Kamis,8,Pagi,Tidak,Ya,Cerah/Berawan,8.200000000000001,9.85,Dingin,51.0,Nyaman,16.997899999999998,Sepoi Sepoi,20,190,210
146,154,2011-01-07,Musim Semi,2011,Januari,Kamis,9,Pagi,Tidak,Ya,Cerah/Berawan,8.200000000000001,9.09,Dingin,47.0,Nyaman,19.999499999999998,Sepoi Sepoi,9,125,134
147,155,2011-01-07,Musim Semi,2011,Januari,Kamis,10,Pagi,Tidak,Ya,Cerah/Berawan,9.02,9.85,Dingin,37.0,Kering,22.0028,Sedang,16,47,63
148,156,2011-01-07,Musim Semi,2011,Januari,Kamis,11,Pagi,Tidak,Ya,Kabut/Berawan,8.200000000000001,9.85,Dingin,40.0,Kering,15.001299999999999,Sepoi Sepoi,19,48,67
149,157,2011-01-07,Musim Semi,2011,Januari,Kamis,12,Siang,Tidak,Ya,Kabut/Berawan,8.200000000000001,9.85,Dingin,37.0,Kering,16.997899999999998,Sepoi Sepoi,9,50,59
150,158,2011-01-07,Musim Semi,2011,Januari,Kamis,13,Siang,Tidak,Ya,Kabut/Berawan,8.200000000000001,9.09,Dingin,37.0,Kering,19.0012,Sepoi Sepoi,9,64,73
151,159,2011-01-07,Musim Semi,2011,Januari,Kamis,14,Siang,Tidak,Ya,Kabut/Berawan,8.200000000000001,9.85,Dingin,40.0,Kering,16.997899999999998,Sepoi Sepoi,7,43,50
152,160,2011-01-07,Musim Semi,2011,Januari,Kamis,15,Siang,Tidak,Ya,Kabut/Berawan,8.200000000000001,10.605,Dingin,37.0,Kering,11.0014,Sepoi Sepoi,9,63,72
153,161,2011-01-07,Musim Semi,2011,Januari,Kamis,16,Sore,Tidak,Ya,Kabut/Berawan,8.200000000000001,10.605,Dingin,37.0,Kering,11.0014,Sepoi Sepoi,5,82,87
154,162,2011-01-07,Musim Semi,2011,Januari,Kamis,17,Sore,Tidak,Ya,Kabut/Berawan,8.200000000000001,12.879999999999999,Dingin,37.0,Kering,0.0,Tenang,9,178,187
155,163,2011-01-07,Musim Semi,2011,Januari,Kamis,18,Sore,Tidak,Ya,Cerah/Berawan,8.200000000000001,11.365,Dingin,40.0,Kering,6.0032,Tenang,7,116,123
156,164,2011-01-07,Musim Semi,2011,Januari,Kamis,19,Malam,Tidak,Ya,Cerah/Berawan,6.5600000000000005,9.85,Dingin,55.00000000000001,Nyaman,6.0032,Tenang,3,92,95
157,165,2011-01-07,Musim Semi,2011,Januari,Kamis,20,Malam,Tidak,Ya,Cerah/Berawan,7.38,10.605,Dingin,47.0,Nyaman,7.0015,Tenang,1,50,51
158,166,2011-01-07,Musim Semi,2011,Januari,Kamis,21,Malam,Tidak,Ya,Cerah/Berawan,7.38,9.85,Dingin,47.0,Nyaman,8.9981,Tenang,0,39,39
159,167,2011-01-07,Musim Semi,2011,Januari,Kamis,22,Malam,Tidak,Ya,Kabut/Berawan,7.38,9.85,Dingin,43.0,Nyaman,11.0014,Sepoi Sepoi,2,34,36
160,168,2011-01-07,Musim Semi,2011,Januari,Kamis,23,Malam,Tidak,Ya,Kabut/Berawan,7.38,9.85,Dingin,51.0,Nyaman,11.0014,Sepoi Sepoi,1,14,15
161,169,2011-01-08,Musim Semi,2011,Januari,Jumat,0,Dini Hari,Tidak,Tidak,Kabut/Berawan,7.38,9.85,Dingin,51.0,Nyaman,11.0014,Sepoi Sepoi,1,24,25
162,170,2011-01-08,Musim Semi,2011,Januari,Jumat,1,Dini Hari,Tidak,Tidak,Kabut/Berawan,7.38,10.605,Dingin,55.00000000000001,Nyaman,6.0032,Tenang,1,15,16
163,171,2011-01-08,Musim Semi,2011,Januari,Jumat,2,Dini Hari,Tidak,Tidak,Kabut/Berawan,7.38,12.120000000000001,Dingin,55.00000000000001,Nyaman,0.0,Tenang,3,13,16
164,172,2011-01-08,Musim Semi,2011,Januari,Jumat,3,Dini Hari,Tidak,Tidak,Hujan/Salju Ringan,7.38,9.85,Dingin,55.00000000000001,Nyaman,11.0014,Sepoi Sepoi,0,7,7
165,173,2011-01-08,Musim Semi,2011,Januari,Jumat,4,Dini Hari,Tidak,Tidak,Hujan/Salju Ringan,7.38,9.85,Dingin,55.00000000000001,Nyaman,11.0014,Sepoi Sepoi,0,1,1
166,174,2011-01-08,Musim Semi,2011,Januari,Jumat,5,Dini Hari,Tidak,Tidak,Kabut/Berawan,6.5600000000000005,8.334999999999999,Dingin,74.0,Lembap,11.0014,Sepoi Sepoi,0,5,5
167,175,2011-01-08,Musim Semi,2011,Januari,Jumat,6,Pagi,Tidak,Tidak,Kabut/Berawan,6.5600000000000005,8.334999999999999,Dingin,74.0,Lembap,11.0014,Sepoi Sepoi,0,2,2
168,176,2011-01-08,Musim Semi,2011,Januari,Jumat,7,Pagi,Tidak,Tidak,Kabut/Berawan,6.5600000000000005,9.09,Dingin,74.0,Lembap,7.0015,Tenang,1,8,9
169,177,2011-01-08,Musim Semi,2011,Januari,Jumat,8,Pagi,Tidak,Tidak,Hujan/Salju Ringan,6.5600000000000005,9.09,Dingin,93.0,Ekstrem Lembap,7.0015,Tenang,0,15,15
170,178,2011-01-08,Musim Semi,2011,Januari,Jumat,9,Pagi,Tidak,Tidak,Hujan/Salju Ringan,6.5600000000000005,9.09,Dingin,93.0,Ekstrem Lembap,7.0015,Tenang,0,20,20
171,179,2011-01-08,Musim Semi,2011,Januari,Jumat,10,Pagi,Tidak,Tidak,Kabut/Berawan,7.38,9.85,Dingin,80.0,Sangat Lembap,11.0014,Sepoi Sepoi,5,56,61
172,180,2011-01-08,Musim Semi,2011,Januari,Jumat,11,Pagi,Tidak,Tidak,Kabut/Berawan,8.200000000000001,9.09,Dingin,69.0,Lembap,26.0027,Sedang,2,60,62
173,181,2011-01-08,Musim Semi,2011,Januari,Jumat,12,Siang,Tidak,Tidak,Kabut/Berawan,8.200000000000001,9.09,Dingin,59.0,Nyaman,23.9994,Sedang,8,90,98
174,182,2011-01-08,Musim Semi,2011,Januari,Jumat,13,Siang,Tidak,Tidak,Cerah/Berawan,8.200000000000001,9.09,Dingin,44.0,Nyaman,22.0028,Sedang,7,95,102
175,183,2011-01-08,Musim Semi,2011,Januari,Jumat,14,Siang,Tidak,Tidak,Cerah/Berawan,8.200000000000001,8.334999999999999,Dingin,32.0,Kering,32.9975,Sedang,12,83,95
176,184,2011-01-08,Musim Semi,2011,Januari,Jumat,15,Siang,Tidak,Tidak,Cerah/Berawan,8.200000000000001,8.334999999999999,Dingin,32.0,Kering,30.002599999999997,Sedang,5,69,74
177,185,2011-01-08,Musim Semi,2011,Januari,Jumat,16,Sore,Tidak,Tidak,Cerah/Berawan,7.38,6.819999999999999,Dingin,28.999999999999996,Kering,30.002599999999997,Sedang,8,68,76
178,186,2011-01-08,Musim Semi,2011,Januari,Jumat,17,Sore,Tidak,Tidak,Cerah/Berawan,6.5600000000000005,6.0600000000000005,Dingin,37.0,Kering,36.9974,Kencang,5,64,69
179,187,2011-01-08,Musim Semi,2011,Januari,Jumat,18,Sore,Tidak,Tidak,Cerah/Berawan,5.74,6.0600000000000005,Dingin,39.0,Kering,19.999499999999998,Sepoi Sepoi,3,52,55
180,188,2011-01-08,Musim Semi,2011,Januari,Jumat,19,Malam,Tidak,Tidak,Cerah/Berawan,5.74,6.0600000000000005,Dingin,36.0,Kering,16.997899999999998,Sepoi Sepoi,4,26,30
181,189,2011-01-08,Musim Semi,2011,Januari,Jumat,20,Malam,Tidak,Tidak,Cerah/Berawan,4.92,6.0600000000000005,Dingin,36.0,Kering,16.997899999999998,Sepoi Sepoi,0,28,28
182,190,2011-01-08,Musim Semi,2011,Januari,Jumat,21,Malam,Tidak,Tidak,Cerah/Berawan,4.92,5.305,Dingin,39.0,Kering,23.9994,Sedang,2,35,37
183,191,2011-01-08,Musim Semi,2011,Januari,Jumat,22,Malam,Tidak,Tidak,Cerah/Berawan,4.92,5.305,Dingin,36.0,Kering,26.0027,Sedang,1,33,34
184,192,2011-01-08,Musim Semi,2011,Januari,Jumat,23,Malam,Tidak,Tidak,Cerah/Berawan,4.1000000000000005,3.0300000000000002,Sangat Dingin,39.0,Kering,30.002599999999997,Sedang,0,22,22
185,193,2011-01-09,Musim Semi,2011,Januari,Sabtu,0,Dini Hari,Tidak,Tidak,Cerah/Berawan,4.1000000000000005,3.7900000000000005,Sangat Dingin,42.0,Nyaman,26.0027,Sedang,1,24,25
186,194,2011-01-09,Musim Semi,2011,Januari,Sabtu,1,Dini Hari,Tidak,Tidak,Cerah/Berawan,4.1000000000000005,3.0300000000000002,Sangat Dingin,42.0,Nyaman,31.0009,Sedang,0,12,12
187,195,2011-01-09,Musim Semi,2011,Januari,Sabtu,2,Dini Hari,Tidak,Tidak,Cerah/Berawan,4.1000000000000005,3.0300000000000002,Sangat Dingin,46.0,Nyaman,31.0009,Sedang,0,11,11
188,196,2011-01-09,Musim Semi,2011,Januari,Sabtu,3,Dini Hari,Tidak,Tidak,Cerah/Berawan,4.1000000000000005,3.7900000000000005,Sangat Dingin,46.0,Nyaman,27.999299999999998,Sedang,0,4,4
189,197,2011-01-09,Musim Semi,2011,Januari,Sabtu,4,Dini Hari,Tidak,Tidak,Cerah/Berawan,3.2800000000000002,4.545,Sangat Dingin,53.0,Nyaman,12.998000000000001,Sepoi Sepoi,0,1,1
190,198,2011-01-09,Musim Semi,2011,Januari,Sabtu,5,Dini Hari,Tidak,Tidak,Cerah/Berawan,3.2800000000000002,4.545,Sangat Dingin,53.0,Nyaman,12.998000000000001,Sepoi Sepoi,0,1,1
191,199,2011-01-09,Musim Semi,2011,Januari,Sabtu,6,Pagi,Tidak,Tidak,Cerah/Berawan,4.1000000000000005,4.545,Sangat Dingin,49.0,Nyaman,19.0012,Sepoi Sepoi,0,1,1
192,200,2011-01-09,Musim Semi,2011,Januari,Sabtu,7,Pagi,Tidak,Tidak,Cerah/Berawan,3.2800000000000002,4.545,Sangat Dingin,53.0,Nyaman,12.998000000000001,Sepoi Sepoi,1,5,6
193,201,2011-01-09,Musim Semi,2011,Januari,Sabtu,8,Pagi,Tidak,Tidak,Cerah/Berawan,4.1000000000000005,4.545,Sangat Dingin,49.0,Nyaman,19.0012,Sepoi Sepoi,0,10,10
194,202,2011-01-09,Musim Semi,2011,Januari,Sabtu,9,Pagi,Tidak,Tidak,Cerah/Berawan,4.92,3.7900000000000005,Sangat Dingin,46.0,Nyaman,35.0008,Sedang,0,19,19
195,203,2011-01-09,Musim Semi,2011,Januari,Sabtu,10,Pagi,Tidak,Tidak,Cerah/Berawan,5.74,5.305,Dingin,43.0,Nyaman,26.0027,Sedang,0,49,49
196,204,2011-01-09,Musim Semi,2011,Januari,Sabtu,11,Pagi,Tidak,Tidak,Cerah/Berawan,6.5600000000000005,6.0600000000000005,Dingin,40.0,Kering,35.0008,Sedang,2,47,49
197,205,2011-01-09,Musim Semi,2011,Januari,Sabtu,12,Siang,Tidak,Tidak,Cerah/Berawan,7.38,6.819999999999999,Dingin,37.0,Kering,30.002599999999997,Sedang,4,79,83
198,206,2011-01-09,Musim Semi,2011,Januari,Sabtu,13,Siang,Tidak,Tidak,Cerah/Berawan,8.200000000000001,8.334999999999999,Dingin,34.0,Kering,30.002599999999997,Sedang,6,69,75
199,207,2011-01-09,Musim Semi,2011,Januari,Sabtu,14,Siang,Tidak,Tidak,Cerah/Berawan,9.02,9.09,Dingin,32.0,Kering,31.0009,Sedang,8,64,72
200,208,2011-01-09,Musim Semi,2011,Januari,Sabtu,15,Siang,Tidak,Tidak,Cerah/Berawan,9.02,9.85,Dingin,35.0,Kering,23.9994,Sedang,5,77,82
201,209,2011-01-09,Musim Semi,2011,Januari,Sabtu,16,Sore,Tidak,Tidak,Cerah/Berawan,8.200000000000001,8.334999999999999,Dingin,34.0,Kering,30.002599999999997,Sedang,13,79,92
202,210,2011-01-09,Musim Semi,2011,Januari,Sabtu,17,Sore,Tidak,Tidak,Cerah/Berawan,7.38,7.575,Dingin,37.0,Kering,26.0027,Sedang,3,59,62
203,211,2011-01-09,Musim Semi,2011,Januari,Sabtu,18,Sore,Tidak,Tidak,Cerah/Berawan,6.5600000000000005,6.819999999999999,Dingin,40.0,Kering,22.0028,Sedang,4,44,48
204,212,2011-01-09,Musim Semi,2011,Januari,Sabtu,19,Malam,Tidak,Tidak,Cerah/Berawan,6.5600000000000005,6.819999999999999,Dingin,43.0,Nyaman,22.0028,Sedang,1,40,41
205,213,2011-01-09,Musim Semi,2011,Januari,Sabtu,20,Malam,Tidak,Tidak,Cerah/Berawan,5.74,6.0600000000000005,Dingin,46.0,Nyaman,16.997899999999998,Sepoi Sepoi,0,38,38
206,214,2011-01-09,Musim Semi,2011,Januari,Sabtu,21,Malam,Tidak,Tidak,Cerah/Berawan,5.74,5.305,Dingin,46.0,Nyaman,27.999299999999998,Sedang,1,19,20
207,215,2011-01-09,Musim Semi,2011,Januari,Sabtu,22,Malam,Tidak,Tidak,Cerah/Berawan,5.74,6.0600000000000005,Dingin,46.0,Nyaman,19.999499999999998,Sepoi Sepoi,5,10,15
208,216,2011-01-09,Musim Semi,2011,Januari,Sabtu,23,Malam,Tidak,Tidak,Cerah/Berawan,4.92,6.819999999999999,Dingin,50.0,Nyaman,12.998000000000001,Sepoi Sepoi,0,6,6
209,217,2011-01-10,Musim Semi,2011,Januari,Minggu,0,Dini Hari,Tidak,Ya,Cerah/Berawan,4.92,6.0600000000000005,Dingin,50.0,Nyaman,19.0012,Sepoi Sepoi,2,3,5
210,218,2011-01-10,Musim Semi,2011,Januari,Minggu,1,Dini Hari,Tidak,Ya,Cerah/Berawan,4.92,6.0600000000000005,Dingin,50.0,Nyaman,19.0012,Sepoi Sepoi,1,0,1
211,219,2011-01-10,Musim Semi,2011,Januari,Minggu,2,Dini Hari,Tidak,Ya,Cerah/Berawan,4.92,6.0600000000000005,Dingin,50.0,Nyaman,15.001299999999999,Sepoi Sepoi,0,3,3
212,220,2011-01-10,Musim Semi,2011,Januari,Minggu,3,Dini Hari,Tidak,Ya,Cerah/Berawan,4.92,6.0600000000000005,Dingin,50.0,Nyaman,15.001299999999999,Sepoi Sepoi,0,1,1
213,221,2011-01-10,Musim Semi,2011,Januari,Minggu,4,Dini Hari,Tidak,Ya,Cerah/Berawan,4.1000000000000005,6.0600000000000005,Dingin,54.0,Nyaman,8.9981,Tenang,1,2,3
214,222,2011-01-10,Musim Semi,2011,Januari,Minggu,5,Dini Hari,Tidak,Ya,Cerah/Berawan,4.1000000000000005,5.305,Dingin,54.0,Nyaman,16.997899999999998,Sepoi Sepoi,0,3,3
215,223,2011-01-10,Musim Semi,2011,Januari,Minggu,6,Pagi,Tidak,Ya,Cerah/Berawan,4.92,6.0600000000000005,Dingin,50.0,Nyaman,19.0012,Sepoi Sepoi,0,31,31
216,224,2011-01-10,Musim Semi,2011,Januari,Minggu,7,Pagi,Tidak,Ya,Cerah/Berawan,4.92,6.0600000000000005,Dingin,50.0,Nyaman,15.001299999999999,Sepoi Sepoi,2,75,77
217,225,2011-01-10,Musim Semi,2011,Januari,Minggu,8,Pagi,Tidak,Ya,Kabut/Berawan,4.92,6.0600000000000005,Dingin,50.0,Nyaman,19.0012,Sepoi Sepoi,4,184,188
218,226,2011-01-10,Musim Semi,2011,Januari,Minggu,9,Pagi,Tidak,Ya,Kabut/Berawan,5.74,6.0600000000000005,Dingin,50.0,Nyaman,16.997899999999998,Sepoi Sepoi,2,92,94
219,227,2011-01-10,Musim Semi,2011,Januari,Minggu,10,Pagi,Tidak,Ya,Kabut/Berawan,5.74,6.0600000000000005,Dingin,50.0,Nyaman,19.999499999999998,Sepoi Sepoi,0,31,31
220,228,2011-01-10,Musim Semi,2011,Januari,Minggu,11,Pagi,Tidak,Ya,Kabut/Berawan,6.5600000000000005,6.819999999999999,Dingin,47.0,Nyaman,19.0012,Sepoi Sepoi,2,28,30
221,229,2011-01-10,Musim Semi,2011,Januari,Minggu,12,Siang,Tidak,Ya,Kabut/Berawan,8.200000000000001,9.09,Dingin,40.0,Kering,19.0012,Sepoi Sepoi,5,47,52
222,230,2011-01-10,Musim Semi,2011,Januari,Minggu,13,Siang,Tidak,Ya,Kabut/Berawan,8.200000000000001,9.09,Dingin,40.0,Kering,19.0012,Sepoi Sepoi,4,50,54
223,231,2011-01-10,Musim Semi,2011,Januari,Minggu,14,Siang,Tidak,Ya,Kabut/Berawan,8.200000000000001,9.85,Dingin,40.0,Kering,15.001299999999999,Sepoi Sepoi,0,47,47
224,232,2011-01-10,Musim Semi,2011,Januari,Minggu,15,Siang,Tidak,Ya,Kabut/Berawan,8.200000000000001,9.85,Dingin,40.0,Kering,15.001299999999999,Sepoi Sepoi,2,43,45
225,233,2011-01-10,Musim Semi,2011,Januari,Minggu,16,Sore,Tidak,Ya,Cerah/Berawan,8.200000000000001,10.605,Dingin,40.0,Kering,8.9981,Tenang,4,70,74
226,234,2011-01-10,Musim Semi,2011,Januari,Minggu,17,Sore,Tidak,Ya,Cerah/Berawan,8.200000000000001,11.365,Dingin,40.0,Kering,7.0015,Tenang,4,174,178
227,235,2011-01-10,Musim Semi,2011,Januari,Minggu,18,Sore,Tidak,Ya,Cerah/Berawan,8.200000000000001,9.85,Dingin,40.0,Kering,15.001299999999999,Sepoi Sepoi,1,154,155
228,236,2011-01-10,Musim Semi,2011,Januari,Minggu,19,Malam,Tidak,Ya,Cerah/Berawan,6.5600000000000005,8.334999999999999,Dingin,47.0,Nyaman,11.0014,Sepoi Sepoi,3,92,95
229,237,2011-01-10,Musim Semi,2011,Januari,Minggu,20,Malam,Tidak,Ya,Cerah/Berawan,6.5600000000000005,8.334999999999999,Dingin,50.0,Nyaman,11.0014,Sepoi Sepoi,1,73,74
230,238,2011-01-10,Musim Semi,2011,Januari,Minggu,21,Malam,Tidak,Ya,Cerah/Berawan,5.74,6.819999999999999,Dingin,59.0,Nyaman,12.998000000000001,Sepoi Sepoi,1,37,38
231,239,2011-01-10,Musim Semi,2011,Januari,Minggu,22,Malam,Tidak,Ya,Cerah/Berawan,5.74,7.575,Dingin,59.0,Nyaman,11.0014,Sepoi Sepoi,2,22,24
232,240,2011-01-10,Musim Semi,2011,Januari,Minggu,23,Malam,Tidak,Ya,Cerah/Berawan,5.74,7.575,Dingin,59.0,Nyaman,11.0014,Sepoi Sepoi,0,18,18
233,241,2011-01-11,Musim Semi,2011,Januari,Senin,0,Dini Hari,Tidak,Ya,Cerah/Berawan,5.74,8.334999999999999,Dingin,59.0,Nyaman,7.0015,Tenang,2,10,12
234,242,2011-01-11,Musim Semi,2011,Januari,Senin,1,Dini Hari,Tidak,Ya,Cerah/Berawan,5.74,7.575,Dingin,59.0,Nyaman,11.0014,Sepoi Sepoi,0,3,3
235,243,2011-01-11,Musim Semi,2011,Januari,Senin,2,Dini Hari,Tidak,Ya,Kabut/Berawan,6.5600000000000005,7.575,Dingin,55.00000000000001,Nyaman,12.998000000000001,Sepoi Sepoi,0,3,3
17386,244,2011-01-11,Musim Semi,2011,Januari,Senin,3,Dini Hari,Tidak,Ya,Kabut/Berawan,6.5600000000000005,7.575,Dingin,55.00000000000001,Nyaman,12.998000000000001,Sepoi Sepoi,0,3,4
17387,245,2011-01-11,Musim Semi,2011,Januari,Senin,4,Dini Hari,Tidak,Ya,Kabut/Berawan,6.5600000000000005,7.575,Dingin,55.00000000000001,Nyaman,12.998000000000001,Sepoi Sepoi,0,4,5
236,246,2011-01-11,Musim Semi,2011,Januari,Senin,5,Dini Hari,Tidak,Ya,Kabut/Berawan,6.5600000000000005,9.09,Dingin,55.00000000000001,Nyaman,8.9981,Tenang,0,6,6
237,247,2011-01-11,Musim Semi,2011,Januari,Senin,6,Pagi,Tidak,Ya,Kabut/Berawan,6.5600000000000005,9.09,Dingin,55.00000000000001,Nyaman,8.9981,Tenang,0,27,27
238,248,2011-01-11,Musim Semi,2011,Januari,Senin,7,Pagi,Tidak,Ya,Kabut/Berawan,6.5600000000000005,11.365,Dingin,55.00000000000001,Nyaman,0.0,Tenang,2,97,99
239,249,2011-01-11,Musim Semi,2011,Januari,Senin,8,Pagi,Tidak,Ya,Kabut/Berawan,7.38,10.605,Dingin,51.0,Nyaman,6.0032,Tenang,3,214,217
240,250,2011-01-11,Musim Semi,2011,Januari,Senin,9,Pagi,Tidak,Ya,Kabut/Berawan,7.38,9.85,Dingin,51.0,Nyaman,11.0014,Sepoi Sepoi,3,127,130
241,251,2011-01-11,Musim Semi,2011,Januari,Senin,10,Pagi,Tidak,Ya,Kabut/Berawan,8.200000000000001,10.605,Dingin,51.0,Nyaman,11.0014,Sepoi Sepoi,3,51,54
242,252,2011-01-11,Musim Semi,2011,Januari,Senin,11,Pagi,Tidak,Ya,Kabut/Berawan,8.200000000000001,10.605,Dingin,47.0,Nyaman,8.9981,Tenang,4,31,35
243,253,2011-01-11,Musim Semi,2011,Januari,Senin,12,Siang,Tidak,Ya,Kabut/Berawan,8.200000000000001,11.365,Dingin,51.0,Nyaman,7.0015,Tenang,2,55,57
244,254,2011-01-11,Musim Semi,2011,Januari,Senin,13,Siang,Tidak,Ya,Kabut/Berawan,8.200000000000001,11.365,Dingin,59.0,Nyaman,6.0032,Tenang,6,46,52
245,255,2011-01-11,Musim Semi,2011,Januari,Senin,14,Siang,Tidak,Ya,Kabut/Berawan,8.200000000000001,11.365,Dingin,59.0,Nyaman,6.0032,Tenang,3,60,63
246,256,2011-01-11,Musim Semi,2011,Januari,Senin,15,Siang,Tidak,Ya,Kabut/Berawan,6.5600000000000005,9.85,Dingin,80.0,Sangat Lembap,6.0032,Tenang,2,45,47
247,257,2011-01-11,Musim Semi,2011,Januari,Senin,16,Sore,Tidak,Ya,Kabut/Berawan,6.5600000000000005,7.575,Dingin,86.0,Ekstrem Lembap,15.001299999999999,Sepoi Sepoi,4,72,76
248,258,2011-01-11,Musim Semi,2011,Januari,Senin,17,Sore,Tidak,Ya,Kabut/Berawan,6.5600000000000005,7.575,Dingin,86.0,Ekstrem Lembap,15.001299999999999,Sepoi Sepoi,6,130,136
249,259,2011-01-11,Musim Semi,2011,Januari,Senin,18,Sore,Tidak,Ya,Hujan/Salju Ringan,6.5600000000000005,9.09,Dingin,93.0,Ekstrem Lembap,7.0015,Tenang,1,94,95
250,260,2011-01-11,Musim Semi,2011,Januari,Senin,19,Malam,Tidak,Ya,Hujan/Salju Ringan,6.5600000000000005,11.365,Dingin,93.0,Ekstrem Lembap,9.99975,Tenang,0,51,51
251,261,2011-01-11,Musim Semi,2011,Januari,Senin,20,Malam,Tidak,Ya,Hujan/Salju Ringan,6.5600000000000005,7.575,Dingin,93.0,Ekstrem Lembap,12.998000000000001,Sepoi Sepoi,0,32,32
252,262,2011-01-11,Musim Semi,2011,Januari,Senin,21,Malam,Tidak,Ya,Hujan/Salju Ringan,6.5600000000000005,9.85,Dingin,86.0,Ekstrem Lembap,6.0032,Tenang,0,20,20
253,263,2011-01-11,Musim Semi,2011,Januari,Senin,22,Malam,Tidak,Ya,Hujan/Salju Ringan,6.5600000000000005,9.09,Dingin,93.0,Ekstrem Lembap,7.0015,Tenang,1,28,29
254,264,2011-01-11,Musim Semi,2011,Januari,Senin,23,Malam,Tidak,Ya,Hujan/Salju Ringan,6.5600000000000005,9.85,Dingin,93.0,Ekstrem Lembap,6.0032,Tenang,1,18,19
255,265,2011-01-12,Musim Semi,2011,Januari,Selasa,0,Dini Hari,Tidak,Ya,Kabut/Berawan,6.5600000000000005,9.85,Dingin,86.0,Ekstrem Lembap,6.0032,Tenang,0,7,7
